Window,Pattern,Target,Triggers,Wins,Balance,ROI,Stability
8,"[np.int64(18), np.int64(28), np.int64(29)]",31,148,11,182,122.97297297297298,7/8 (88%)
8,"[np.int64(7), np.int64(33), np.int64(37)]",34,148,11,182,122.97297297297298,7/8 (88%)
8,"[np.int64(7), np.int64(23), np.int64(24)]",31,148,11,182,122.97297297297298,6/10 (60%)
8,"[np.int64(8), np.int64(17), np.int64(37)]",15,175,13,215,122.85714285714286,7/9 (78%)
8,"[np.int64(3), np.int64(4), np.int64(34)]",26,175,13,215,122.85714285714286,6/9 (67%)
8,"[np.int64(0), np.int64(27), np.int64(30)]",35,175,13,215,122.85714285714286,9/10 (90%)
8,"[np.int64(9), np.int64(11), np.int64(18)]",16,175,13,215,122.85714285714286,6/10 (60%)
3,"[np.int64(23), np.int64(25)]",17,135,10,165,122.22222222222223,6/9 (67%)
3,"[np.int64(32), np.int64(33)]",7,108,8,132,122.22222222222223,6/10 (60%)
3,"[np.int64(17), np.int64(36)]",12,135,10,165,122.22222222222223,6/9 (67%)
3,"[np.int64(23), np.int64(25)]",7,135,10,165,122.22222222222223,6/9 (67%)
3,"[np.int64(30), np.int64(36)]",31,135,10,165,122.22222222222223,6/10 (60%)
3,"[np.int64(4), np.int64(5)]",28,135,10,165,122.22222222222223,6/9 (67%)
8,"[np.int64(14), np.int64(15), np.int64(24)]",27,189,14,231,122.22222222222223,7/9 (78%)
8,"[np.int64(13), np.int64(18), np.int64(27)]",20,135,10,165,122.22222222222223,6/10 (60%)
8,"[np.int64(0), np.int64(21), np.int64(33)]",23,135,10,165,122.22222222222223,7/9 (78%)
8,"[np.int64(9), np.int64(19), np.int64(36)]",2,108,8,132,122.22222222222223,6/10 (60%)
8,"[np.int64(8), np.int64(18), np.int64(30)]",34,135,10,165,122.22222222222223,7/10 (70%)
8,"[np.int64(3), np.int64(8), np.int64(37)]",15,162,12,198,122.22222222222223,7/9 (78%)
8,"[np.int64(14), np.int64(21), np.int64(29)]",34,189,14,231,122.22222222222223,7/9 (78%)
8,"[np.int64(18), np.int64(25), np.int64(36)]",32,135,10,165,122.22222222222223,6/10 (60%)
8,"[np.int64(5), np.int64(20), np.int64(27)]",29,135,10,165,122.22222222222223,6/9 (67%)
8,"[np.int64(16), np.int64(17), np.int64(28)]",22,162,12,198,122.22222222222223,7/9 (78%)
8,"[np.int64(2), np.int64(14), np.int64(16)]",1,162,12,198,122.22222222222223,7/8 (88%)
8,"[np.int64(0), np.int64(20), np.int64(23)]",9,189,14,231,122.22222222222223,7/9 (78%)
8,"[np.int64(5), np.int64(16), np.int64(20)]",3,162,12,198,122.22222222222223,6/9 (67%)
8,"[np.int64(13), np.int64(15), np.int64(26)]",20,203,15,247,121.67487684729063,7/10 (70%)
8,"[np.int64(17), np.int64(19), np.int64(22)]",15,176,13,214,121.59090909090908,6/10 (60%)
8,"[np.int64(14), np.int64(27), np.int64(30)]",26,176,13,214,121.59090909090908,6/10 (60%)
8,"[np.int64(3), np.int64(19), np.int64(34)]",15,176,13,214,121.59090909090908,8/9 (89%)
8,"[np.int64(8), np.int64(13), np.int64(14)]",1,149,11,181,121.47651006711409,6/9 (67%)
8,"[np.int64(3), np.int64(17), np.int64(18)]",34,149,11,181,121.47651006711409,7/9 (78%)
8,"[np.int64(1), np.int64(2), np.int64(10)]",33,149,11,181,121.47651006711409,6/9 (67%)
3,"[np.int64(16), np.int64(20)]",24,122,9,148,121.31147540983606,7/9 (78%)
8,"[np.int64(9), np.int64(14), np.int64(28)]",13,122,9,148,121.31147540983606,6/9 (67%)
8,"[np.int64(8), np.int64(18), np.int64(32)]",11,190,14,230,121.05263157894737,7/10 (70%)
8,"[np.int64(9), np.int64(30), np.int64(34)]",31,190,14,230,121.05263157894737,7/9 (78%)
8,"[np.int64(2), np.int64(4), np.int64(37)]",35,163,12,197,120.85889570552146,8/9 (89%)
8,"[np.int64(5), np.int64(25), np.int64(30)]",18,163,12,197,120.85889570552146,8/9 (89%)
8,"[np.int64(10), np.int64(32), np.int64(37)]",12,163,12,197,120.85889570552146,8/9 (89%)
8,"[np.int64(9), np.int64(13), np.int64(14)]",1,163,12,197,120.85889570552146,7/9 (78%)
8,"[np.int64(21), np.int64(24), np.int64(27)]",34,163,12,197,120.85889570552146,7/9 (78%)
3,"[np.int64(10), np.int64(14)]",0,136,10,164,120.58823529411764,7/9 (78%)
3,"[np.int64(8), np.int64(31)]",35,136,10,164,120.58823529411764,6/9 (67%)
3,"[np.int64(6), np.int64(8)]",25,136,10,164,120.58823529411764,6/9 (67%)
8,"[np.int64(2), np.int64(12), np.int64(37)]",6,136,10,164,120.58823529411764,6/9 (67%)
8,"[np.int64(3), np.int64(15), np.int64(23)]",18,204,15,246,120.58823529411764,7/10 (70%)
8,"[np.int64(14), np.int64(17), np.int64(27)]",23,136,10,164,120.58823529411764,6/10 (60%)
8,"[np.int64(6), np.int64(22), np.int64(35)]",20,177,13,213,120.33898305084745,8/10 (80%)
8,"[np.int64(8), np.int64(14), np.int64(33)]",0,177,13,213,120.33898305084745,7/9 (78%)
8,"[np.int64(3), np.int64(9), np.int64(35)]",18,177,13,213,120.33898305084745,6/9 (67%)
8,"[np.int64(12), np.int64(19), np.int64(33)]",30,177,13,213,120.33898305084745,7/10 (70%)
3,"[np.int64(23), np.int64(32)]",7,109,8,131,120.1834862385321,6/10 (60%)
3,"[np.int64(8), np.int64(26)]",37,109,8,131,120.1834862385321,6/9 (67%)
8,"[np.int64(4), np.int64(15), np.int64(27)]",20,109,8,131,120.1834862385321,6/9 (67%)
8,"[np.int64(11), np.int64(24), np.int64(27)]",21,109,8,131,120.1834862385321,6/9 (67%)
8,"[np.int64(9), np.int64(14), np.int64(36)]",22,109,8,131,120.1834862385321,6/9 (67%)
8,"[np.int64(8), np.int64(23), np.int64(32)]",1,109,8,131,120.1834862385321,7/10 (70%)
8,"[np.int64(25), np.int64(27), np.int64(31)]",3,109,8,131,120.1834862385321,6/8 (75%)
8,"[np.int64(1), np.int64(10), np.int64(36)]",15,109,8,131,120.1834862385321,6/9 (67%)
8,"[np.int64(18), np.int64(20), np.int64(29)]",25,150,11,180,120.0,7/9 (78%)
8,"[np.int64(9), np.int64(19), np.int64(28)]",13,150,11,180,120.0,6/9 (67%)
8,"[np.int64(26), np.int64(29), np.int64(32)]",23,232,17,278,119.82758620689656,8/10 (80%)
3,"[np.int64(2), np.int64(10)]",13,123,9,147,119.51219512195121,6/9 (67%)
8,"[np.int64(13), np.int64(22), np.int64(25)]",20,205,15,245,119.51219512195121,6/9 (67%)
8,"[np.int64(1), np.int64(33), np.int64(37)]",35,164,12,196,119.51219512195121,6/9 (67%)
8,"[np.int64(5), np.int64(14), np.int64(17)]",31,123,9,147,119.51219512195121,5/8 (62%)
8,"[np.int64(5), np.int64(14), np.int64(17)]",32,123,9,147,119.51219512195121,5/8 (62%)
8,"[np.int64(6), np.int64(10), np.int64(31)]",29,219,16,261,119.17808219178083,7/9 (78%)
8,"[np.int64(0), np.int64(7), np.int64(25)]",37,178,13,212,119.10112359550563,6/9 (67%)
8,"[np.int64(3), np.int64(10), np.int64(11)]",34,178,13,212,119.10112359550563,7/9 (78%)
3,"[np.int64(4), np.int64(6)]",2,137,10,163,118.97810218978103,6/10 (60%)
8,"[np.int64(5), np.int64(14), np.int64(15)]",27,137,10,163,118.97810218978103,6/9 (67%)
8,"[np.int64(12), np.int64(21), np.int64(23)]",1,137,10,163,118.97810218978103,7/9 (78%)
8,"[np.int64(12), np.int64(13), np.int64(21)]",37,137,10,163,118.97810218978103,6/9 (67%)
8,"[np.int64(4), np.int64(14), np.int64(17)]",19,137,10,163,118.97810218978103,6/9 (67%)
8,"[np.int64(6), np.int64(21), np.int64(36)]",7,137,10,163,118.97810218978103,6/9 (67%)
8,"[np.int64(10), np.int64(12), np.int64(27)]",17,137,10,163,118.97810218978103,6/9 (67%)
8,"[np.int64(8), np.int64(24), np.int64(34)]",31,192,14,228,118.75,7/9 (78%)
8,"[np.int64(3), np.int64(9), np.int64(25)]",6,151,11,179,118.5430463576159,6/9 (67%)
8,"[np.int64(8), np.int64(11), np.int64(15)]",35,151,11,179,118.5430463576159,6/9 (67%)
3,"[np.int64(25), np.int64(30)]",17,110,8,130,118.18181818181819,6/9 (67%)
3,"[np.int64(11), np.int64(14)]",0,110,8,130,118.18181818181819,6/10 (60%)
8,"[np.int64(13), np.int64(21), np.int64(36)]",23,165,12,195,118.18181818181819,6/10 (60%)
8,"[np.int64(20), np.int64(33), np.int64(36)]",12,165,12,195,118.18181818181819,8/10 (80%)
8,"[np.int64(8), np.int64(13), np.int64(36)]",17,165,12,195,118.18181818181819,6/9 (67%)
8,"[np.int64(3), np.int64(19), np.int64(30)]",18,220,16,260,118.18181818181819,8/9 (89%)
8,"[np.int64(13), np.int64(27), np.int64(32)]",23,165,12,195,118.18181818181819,8/10 (80%)
8,"[np.int64(11), np.int64(12), np.int64(14)]",26,165,12,195,118.18181818181819,7/10 (70%)
8,"[np.int64(1), np.int64(2), np.int64(26)]",17,110,8,130,118.18181818181819,6/10 (60%)
8,"[np.int64(14), np.int64(19), np.int64(35)]",34,165,12,195,118.18181818181819,7/8 (88%)
8,"[np.int64(2), np.int64(19), np.int64(22)]",8,165,12,195,118.18181818181819,6/9 (67%)
8,"[np.int64(4), np.int64(7), np.int64(16)]",2,179,13,211,117.87709497206704,7/9 (78%)
8,"[np.int64(16), np.int64(20), np.int64(33)]",15,124,9,146,117.74193548387098,6/9 (67%)
8,"[np.int64(5), np.int64(8), np.int64(34)]",23,124,9,146,117.74193548387098,7/9 (78%)
8,"[np.int64(15), np.int64(20), np.int64(29)]",1,193,14,227,117.61658031088082,7/9 (78%)
8,"[np.int64(7), np.int64(8), np.int64(13)]",0,193,14,227,117.61658031088082,9/10 (90%)
8,"[np.int64(6), np.int64(26), np.int64(34)]",15,193,14,227,117.61658031088082,7/9 (78%)
8,"[np.int64(0), np.int64(2), np.int64(30)]",13,193,14,227,117.61658031088082,7/10 (70%)
8,"[np.int64(2), np.int64(15), np.int64(36)]",29,193,14,227,117.61658031088082,6/9 (67%)
3,"[np.int64(6), np.int64(19)]",15,138,10,162,117.3913043478261,6/8 (75%)
8,"[np.int64(12), np.int64(18), np.int64(28)]",24,138,10,162,117.3913043478261,7/9 (78%)
8,"[np.int64(11), np.int64(26), np.int64(29)]",17,138,10,162,117.3913043478261,6/10 (60%)
8,"[np.int64(8), np.int64(22), np.int64(28)]",27,138,10,162,117.3913043478261,7/8 (88%)
8,"[np.int64(5), np.int64(13), np.int64(23)]",34,138,10,162,117.3913043478261,6/9 (67%)
3,"[np.int64(5), np.int64(19)]",16,152,11,178,117.10526315789474,8/9 (89%)
8,"[np.int64(5), np.int64(22), np.int64(27)]",1,152,11,178,117.10526315789474,7/9 (78%)
8,"[np.int64(2), np.int64(16), np.int64(21)]",14,152,11,178,117.10526315789474,6/8 (75%)
8,"[np.int64(10), np.int64(14), np.int64(23)]",8,152,11,178,117.10526315789474,6/9 (67%)
8,"[np.int64(1), np.int64(11), np.int64(16)]",13,152,11,178,117.10526315789474,7/9 (78%)
8,"[np.int64(4), np.int64(22), np.int64(23)]",1,152,11,178,117.10526315789474,7/9 (78%)
8,"[np.int64(13), np.int64(27), np.int64(37)]",1,166,12,194,116.86746987951808,6/8 (75%)
8,"[np.int64(13), np.int64(15), np.int64(18)]",29,166,12,194,116.86746987951808,7/10 (70%)
8,"[np.int64(8), np.int64(20), np.int64(27)]",23,166,12,194,116.86746987951808,6/9 (67%)
8,"[np.int64(14), np.int64(19), np.int64(26)]",22,166,12,194,116.86746987951808,7/10 (70%)
8,"[np.int64(4), np.int64(16), np.int64(28)]",2,180,13,210,116.66666666666667,8/9 (89%)
8,"[np.int64(30), np.int64(32), np.int64(36)]",0,208,15,242,116.34615384615385,8/9 (89%)
3,"[np.int64(31), np.int64(32)]",6,111,8,129,116.21621621621621,6/9 (67%)
3,"[np.int64(2), np.int64(18)]",32,111,8,129,116.21621621621621,7/9 (78%)
3,"[np.int64(2), np.int64(4)]",6,111,8,129,116.21621621621621,6/9 (67%)
3,"[np.int64(18), np.int64(21)]",7,111,8,129,116.21621621621621,7/9 (78%)
3,"[np.int64(17), np.int64(33)]",29,111,8,129,116.21621621621621,6/10 (60%)
3,"[np.int64(24), np.int64(33)]",31,125,9,145,115.99999999999999,6/10 (60%)
8,"[np.int64(3), np.int64(22), np.int64(25)]",19,125,9,145,115.99999999999999,6/9 (67%)
8,"[np.int64(24), np.int64(25), np.int64(30)]",21,125,9,145,115.99999999999999,6/9 (67%)
8,"[np.int64(11), np.int64(26), np.int64(33)]",1,125,9,145,115.99999999999999,6/9 (67%)
8,"[np.int64(11), np.int64(26), np.int64(33)]",20,125,9,145,115.99999999999999,7/9 (78%)
8,"[np.int64(2), np.int64(14), np.int64(27)]",23,125,9,145,115.99999999999999,7/8 (88%)
8,"[np.int64(9), np.int64(25), np.int64(33)]",24,125,9,145,115.99999999999999,6/10 (60%)
3,"[np.int64(2), np.int64(15)]",23,139,10,161,115.8273381294964,6/10 (60%)
8,"[np.int64(0), np.int64(3), np.int64(33)]",21,139,10,161,115.8273381294964,6/9 (67%)
8,"[np.int64(11), np.int64(19), np.int64(37)]",15,139,10,161,115.8273381294964,5/8 (62%)
8,"[np.int64(21), np.int64(30), np.int64(37)]",28,153,11,177,115.68627450980394,7/9 (78%)
8,"[np.int64(13), np.int64(16), np.int64(24)]",11,153,11,177,115.68627450980394,7/9 (78%)
8,"[np.int64(6), np.int64(7), np.int64(28)]",17,153,11,177,115.68627450980394,7/9 (78%)
8,"[np.int64(6), np.int64(17), np.int64(27)]",0,153,11,177,115.68627450980394,8/10 (80%)
8,"[np.int64(3), np.int64(5), np.int64(14)]",13,153,11,177,115.68627450980394,6/8 (75%)
8,"[np.int64(19), np.int64(25), np.int64(36)]",7,167,12,193,115.56886227544909,7/9 (78%)
8,"[np.int64(6), np.int64(9), np.int64(19)]",31,167,12,193,115.56886227544909,7/9 (78%)
8,"[np.int64(6), np.int64(9), np.int64(18)]",0,167,12,193,115.56886227544909,6/10 (60%)
8,"[np.int64(13), np.int64(19), np.int64(21)]",18,167,12,193,115.56886227544909,7/9 (78%)
8,"[np.int64(2), np.int64(23), np.int64(27)]",0,167,12,193,115.56886227544909,8/10 (80%)
8,"[np.int64(7), np.int64(26), np.int64(28)]",24,167,12,193,115.56886227544909,7/9 (78%)
8,"[np.int64(2), np.int64(7), np.int64(9)]",31,181,13,209,115.4696132596685,6/10 (60%)
8,"[np.int64(8), np.int64(16), np.int64(22)]",26,195,14,225,115.38461538461537,7/9 (78%)
8,"[np.int64(12), np.int64(14), np.int64(37)]",6,195,14,225,115.38461538461537,6/10 (60%)
8,"[np.int64(2), np.int64(10), np.int64(24)]",33,209,15,241,115.31100478468899,7/9 (78%)
8,"[np.int64(8), np.int64(13), np.int64(37)]",1,237,17,273,115.18987341772151,7/9 (78%)
3,"[np.int64(3), np.int64(35)]",11,112,8,128,114.28571428571428,6/9 (67%)
3,"[np.int64(9), np.int64(19)]",23,112,8,128,114.28571428571428,6/10 (60%)
8,"[np.int64(1), np.int64(12), np.int64(22)]",13,154,11,176,114.28571428571428,7/9 (78%)
8,"[np.int64(8), np.int64(9), np.int64(36)]",10,112,8,128,114.28571428571428,6/10 (60%)
8,"[np.int64(1), np.int64(9), np.int64(27)]",21,182,13,208,114.28571428571428,6/10 (60%)
8,"[np.int64(10), np.int64(15), np.int64(25)]",22,168,12,192,114.28571428571428,8/9 (89%)
8,"[np.int64(8), np.int64(35), np.int64(36)]",17,126,9,144,114.28571428571428,7/9 (78%)
8,"[np.int64(26), np.int64(30), np.int64(36)]",22,112,8,128,114.28571428571428,6/9 (67%)
8,"[np.int64(21), np.int64(28), np.int64(32)]",16,168,12,192,114.28571428571428,7/9 (78%)
8,"[np.int64(3), np.int64(23), np.int64(30)]",18,126,9,144,114.28571428571428,8/9 (89%)
8,"[np.int64(12), np.int64(27), np.int64(36)]",19,112,8,128,114.28571428571428,7/9 (78%)
8,"[np.int64(24), np.int64(27), np.int64(30)]",22,112,8,128,114.28571428571428,6/9 (67%)
8,"[np.int64(13), np.int64(21), np.int64(27)]",18,154,11,176,114.28571428571428,7/9 (78%)
8,"[np.int64(7), np.int64(24), np.int64(37)]",31,182,13,208,114.28571428571428,7/10 (70%)
8,"[np.int64(12), np.int64(27), np.int64(28)]",33,140,10,160,114.28571428571428,6/9 (67%)
8,"[np.int64(16), np.int64(29), np.int64(37)]",24,168,12,192,114.28571428571428,6/9 (67%)
8,"[np.int64(3), np.int64(13), np.int64(25)]",6,154,11,176,114.28571428571428,7/9 (78%)
8,"[np.int64(3), np.int64(13), np.int64(29)]",20,196,14,224,114.28571428571428,7/9 (78%)
8,"[np.int64(29), np.int64(30), np.int64(31)]",0,210,15,240,114.28571428571428,7/10 (70%)
8,"[np.int64(24), np.int64(28), np.int64(32)]",21,210,15,240,114.28571428571428,6/9 (67%)
8,"[np.int64(6), np.int64(27), np.int64(28)]",1,126,9,144,114.28571428571428,6/9 (67%)
8,"[np.int64(7), np.int64(23), np.int64(31)]",35,252,18,288,114.28571428571428,7/10 (70%)
8,"[np.int64(16), np.int64(18), np.int64(36)]",0,154,11,176,114.28571428571428,7/9 (78%)
8,"[np.int64(11), np.int64(25), np.int64(26)]",1,140,10,160,114.28571428571428,6/9 (67%)
8,"[np.int64(25), np.int64(26), np.int64(32)]",10,168,12,192,114.28571428571428,7/10 (70%)
8,"[np.int64(7), np.int64(11), np.int64(26)]",15,140,10,160,114.28571428571428,6/10 (60%)
8,"[np.int64(0), np.int64(5), np.int64(7)]",18,168,12,192,114.28571428571428,7/9 (78%)
8,"[np.int64(11), np.int64(25), np.int64(26)]",35,140,10,160,114.28571428571428,6/9 (67%)
8,"[np.int64(9), np.int64(26), np.int64(37)]",31,154,11,176,114.28571428571428,6/10 (60%)
8,"[np.int64(1), np.int64(20), np.int64(24)]",17,225,16,255,113.33333333333333,6/9 (67%)
8,"[np.int64(23), np.int64(24), np.int64(29)]",6,211,15,239,113.2701421800948,8/10 (80%)
8,"[np.int64(17), np.int64(23), np.int64(33)]",1,183,13,207,113.11475409836065,6/10 (60%)
8,"[np.int64(5), np.int64(6), np.int64(15)]",20,183,13,207,113.11475409836065,7/10 (70%)
8,"[np.int64(1), np.int64(9), np.int64(29)]",17,183,13,207,113.11475409836065,5/8 (62%)
3,"[np.int64(1), np.int64(23)]",16,169,12,191,113.01775147928994,6/9 (67%)
8,"[np.int64(18), np.int64(22), np.int64(27)]",8,155,11,175,112.90322580645163,8/9 (89%)
8,"[np.int64(18), np.int64(22), np.int64(27)]",1,155,11,175,112.90322580645163,7/9 (78%)
8,"[np.int64(0), np.int64(2), np.int64(33)]",11,155,11,175,112.90322580645163,7/10 (70%)
8,"[np.int64(22), np.int64(27), np.int64(28)]",14,155,11,175,112.90322580645163,7/9 (78%)
8,"[np.int64(3), np.int64(21), np.int64(25)]",9,155,11,175,112.90322580645163,6/9 (67%)
8,"[np.int64(5), np.int64(34), np.int64(35)]",32,155,11,175,112.90322580645163,8/9 (89%)
8,"[np.int64(4), np.int64(13), np.int64(28)]",37,155,11,175,112.90322580645163,6/9 (67%)
8,"[np.int64(11), np.int64(20), np.int64(31)]",10,155,11,175,112.90322580645163,6/10 (60%)
8,"[np.int64(1), np.int64(26), np.int64(36)]",23,155,11,175,112.90322580645163,6/10 (60%)
8,"[np.int64(9), np.int64(19), np.int64(20)]",6,155,11,175,112.90322580645163,6/10 (60%)
3,"[np.int64(1), np.int64(18)]",31,141,10,159,112.7659574468085,8/10 (80%)
8,"[np.int64(17), np.int64(19), np.int64(35)]",22,141,10,159,112.7659574468085,6/9 (67%)
8,"[np.int64(7), np.int64(14), np.int64(26)]",19,141,10,159,112.7659574468085,6/10 (60%)
8,"[np.int64(10), np.int64(27), np.int64(32)]",23,141,10,159,112.7659574468085,6/9 (67%)
8,"[np.int64(6), np.int64(27), np.int64(30)]",28,141,10,159,112.7659574468085,6/8 (75%)
8,"[np.int64(3), np.int64(14), np.int64(33)]",0,141,10,159,112.7659574468085,7/9 (78%)
8,"[np.int64(8), np.int64(20), np.int64(24)]",23,141,10,159,112.7659574468085,6/9 (67%)
8,"[np.int64(7), np.int64(14), np.int64(26)]",33,141,10,159,112.7659574468085,7/10 (70%)
3,"[np.int64(16), np.int64(31)]",10,127,9,143,112.5984251968504,6/9 (67%)
3,"[np.int64(12), np.int64(15)]",35,127,9,143,112.5984251968504,6/10 (60%)
3,"[np.int64(18), np.int64(25)]",1,127,9,143,112.5984251968504,7/10 (70%)
8,"[np.int64(8), np.int64(11), np.int64(16)]",37,127,9,143,112.5984251968504,6/9 (67%)
8,"[np.int64(1), np.int64(11), np.int64(28)]",37,127,9,143,112.5984251968504,6/9 (67%)
8,"[np.int64(6), np.int64(23), np.int64(36)]",37,127,9,143,112.5984251968504,7/9 (78%)
8,"[np.int64(3), np.int64(14), np.int64(30)]",35,127,9,143,112.5984251968504,6/9 (67%)
8,"[np.int64(9), np.int64(26), np.int64(35)]",12,127,9,143,112.5984251968504,7/9 (78%)
8,"[np.int64(18), np.int64(19), np.int64(20)]",29,113,8,127,112.38938053097345,6/9 (67%)
8,"[np.int64(5), np.int64(17), np.int64(34)]",15,113,8,127,112.38938053097345,6/9 (67%)
8,"[np.int64(13), np.int64(14), np.int64(18)]",4,113,8,127,112.38938053097345,6/9 (67%)
8,"[np.int64(8), np.int64(11), np.int64(28)]",21,113,8,127,112.38938053097345,7/9 (78%)
8,"[np.int64(5), np.int64(35), np.int64(36)]",13,113,8,127,112.38938053097345,6/9 (67%)
8,"[np.int64(9), np.int64(33), np.int64(37)]",31,113,8,127,112.38938053097345,7/9 (78%)
8,"[np.int64(18), np.int64(26), np.int64(33)]",31,226,16,254,112.38938053097345,6/9 (67%)
8,"[np.int64(9), np.int64(26), np.int64(31)]",3,198,14,222,112.12121212121211,7/9 (78%)
8,"[np.int64(6), np.int64(29), np.int64(32)]",31,198,14,222,112.12121212121211,6/9 (67%)
8,"[np.int64(9), np.int64(16), np.int64(18)]",7,170,12,190,111.76470588235294,6/9 (67%)
8,"[np.int64(16), np.int64(17), np.int64(26)]",34,170,12,190,111.76470588235294,7/9 (78%)
8,"[np.int64(22), np.int64(30), np.int64(36)]",18,170,12,190,111.76470588235294,7/9 (78%)
8,"[np.int64(4), np.int64(16), np.int64(22)]",2,170,12,190,111.76470588235294,6/9 (67%)
8,"[np.int64(4), np.int64(11), np.int64(31)]",35,170,12,190,111.76470588235294,6/9 (67%)
8,"[np.int64(17), np.int64(18), np.int64(25)]",30,170,12,190,111.76470588235294,7/9 (78%)
8,"[np.int64(17), np.int64(28), np.int64(30)]",31,170,12,190,111.76470588235294,8/9 (89%)
8,"[np.int64(14), np.int64(18), np.int64(25)]",7,156,11,174,111.53846153846155,6/9 (67%)
8,"[np.int64(5), np.int64(18), np.int64(19)]",33,156,11,174,111.53846153846155,7/8 (88%)
8,"[np.int64(5), np.int64(22), np.int64(34)]",1,156,11,174,111.53846153846155,6/9 (67%)
8,"[np.int64(22), np.int64(23), np.int64(37)]",3,156,11,174,111.53846153846155,6/9 (67%)
8,"[np.int64(11), np.int64(22), np.int64(29)]",31,142,10,158,111.26760563380283,7/10 (70%)
8,"[np.int64(2), np.int64(10), np.int64(17)]",9,213,15,237,111.26760563380283,7/9 (78%)
8,"[np.int64(10), np.int64(19), np.int64(26)]",32,142,10,158,111.26760563380283,6/9 (67%)
8,"[np.int64(9), np.int64(22), np.int64(27)]",1,142,10,158,111.26760563380283,7/9 (78%)
8,"[np.int64(9), np.int64(22), np.int64(27)]",21,142,10,158,111.26760563380283,6/9 (67%)
8,"[np.int64(13), np.int64(19), np.int64(31)]",18,142,10,158,111.26760563380283,6/9 (67%)
8,"[np.int64(5), np.int64(23), np.int64(25)]",0,142,10,158,111.26760563380283,6/9 (67%)
8,"[np.int64(2), np.int64(10), np.int64(17)]",6,213,15,237,111.26760563380283,6/9 (67%)
8,"[np.int64(7), np.int64(10), np.int64(26)]",17,142,10,158,111.26760563380283,6/9 (67%)
8,"[np.int64(27), np.int64(29), np.int64(34)]",30,142,10,158,111.26760563380283,6/10 (60%)
8,"[np.int64(3), np.int64(7), np.int64(13)]",20,199,14,221,111.05527638190955,7/9 (78%)
8,"[np.int64(10), np.int64(15), np.int64(32)]",13,199,14,221,111.05527638190955,7/9 (78%)
